name,type,lore
Inferno,4,"The Dogun God Garaheth was actually an immense fire demon occupying the bowels of Molten Heights. Although unwise, the Dwarves forged a demonic dagger using his tooth in celebration of his slaughter."
Clockwork,5,
Founder,5,
Albacore,3,
Tesla,3,
Harwrol,4,"The runes carved onto the spear shift appearance so quickly as to be illegible, but those who wield it supposedly will learn their meaning."
Impeccable Jungle Wand,4,
Darksteel Centrifuge,3,
Stardew,3,"Wybels have a strange attraction to cosmic magic, and many an owner will find them staring through the window at night. One, however, claims to have seen her Wybel making something out of white stardust. The abode was robbed shortly after, and the supposed item gone missing without confirmation of its existence."
Impeccable Jungle Dagger,4,
Agave,5,
Repurposed Vessels,3,
Snail Mail,3,
Demon's Will,4,
Ominous Pearl,1,
Voidglass Striders,3,
Voidwarped Wrappings,3,
Ephemeris,3,"A pair of glowing sabatons crafted from time-lost relics. Somehow, despite just creating them, you get the feeling that you've worn these before..."
Song of Solitude,4,"It is an apathy born from lonely desperation with which one sends a blinding ray as their signal flare, uncaring if it hails friend or foe."
Gearbox Stave,4,
Thunderbird,4,
Voltage,5,
Ensa's Resolve,4,
Broken Pick,1,
Blighted Skull,1,
Grey Cloud,1,
Storm Horn,1,
Voidstone Sample,1,
Forgotten Pickaxe,1,
Stolen Burnmilk,1,
Sought-After Ore,1,
Silver Feather,1,
Kindled Orchid,3,
Chef Hamsey's Apron,3,
Misfit,4,
Poison Ivy,4,
Heura,3,
Weathered,4,"A relic of the past in Time Valley was weathered down to a dagger by the sheer power of the wind. When used in battle, mysterious intertwined wind and time magic give it no physical presence."
A16-L31 Handheld Mortar,4,
Mycelium Plating,3,
Overgrown,4,
Tropics,4,
Dawnbreak,3,"Many prophecies foretell of new eras. Most are fabricated or proven false in time. One passed through the Dogun caverns, however, tells of a dawn soon to break, in which the earth shall run red and return to flame. Fanatical sects whisper the coming of a new demonic god."
Brainwash,3,
Ivory,4,"The holy blade of the House of Talor was crafted of pure unicorn horns, and consecrated by a hundred priests. Evil spirits are driven away by its mere presence."
Justice,5,
Cypress Amber,3,
Orange Lily,4,
Perch of the Shrouded Sun,3,"Able to withstand the grasp of claws of pure steel, the perch of the Minokawa thrums with the might of a beast that can devour the sun. Given free reign of the skies, even the brightest of stars are no match."
Frenzy,4,
Burnout,3,
Salvation,4,
Grimtrap,4,"Found at the site of the Caritat Mansion, this simple-looking glove is bathed in dark presence. It wracks those who wear it with pain, and instills the belief that the only way to end the pain is not to remove the item, but to inflict that same torment upon all others."
Sky Chef's Apron,3,
Sparkweaver,3,
Heroism,3,
Staccato,5,
Toxoplasmosis,4,"Can you feel the burning inside? Something has made itself at home. Time to tuck away the parts of you it has no need for, to shuffle your little brain around so you may Carry. Carry and Spread. Give it a new home—melting you down is how it says thank you. Be grateful, won't you?"
Restorator,4,
Fantasia,4,"The confusion of sentience creates unknown and marvelous threads and soundscapes. Joy, grief, hate, love, shock, calm, they reflect back into the pattern and song of the universe. The glow of the Weave, and this brilliant, breathtaking, pale imitation of it, too, resounds in the chorus of existence—one extra layer."
Thrundacrack,4,"The raw aspect of thunder, though claimed to be harnessed by a mage in a wand, has only been truly tamed by this mighty blade. Combined electric and life-draining magic intertwine and bring forth the truest, most frightening power of all Thunder."
Royal Hydrangea,4,
Cockleburr,4,
Smoldering Apron,3,
Taurus,3,"The hide of the Touroto, an almost invincible Bull-like creature, is said to be pierced only by the horn of the Touroto itself, making it extremely valuable."
Silver,4,
Magma Chalice,4,
Morrowind,4,"One of many lost artifacts from the legendary Wind Fortress, the engraving appears to be a cryptic clue to where the Fortress fell. ""We shall be found among the dark winds of the morrow."""
Magnet Repulsor,3,
Hurricane Recurve,4,
Darksteel Ring,5,
Dionaea,3,
Lament,4,"When the lost city of Sarnfic sunk beneath the depths, nothing but the bubbles of screams and this single wand surfaced. When used, you can still hear the towns lament."
Cataclysm,4,"Despite the existence of the Nether Portal, few believe that it is possible to open such rifts with sheer force alone. None believe that a tool with enough power to accomplish such a monumental feat could exist. And yet..."
Island Sniper,4,
Vagabond's Disgrace,4,
Hamsey's Brilliance,5,
Updraft,3,
Clear Diamond Chestplate,3,
Sunray,3,
Reminder,5,
Spleen Splitter,4,
Harbinger of Fate,4,
Rano Raraku,4,
Hard Light,4,
Satellite,3,
Calmed Thunder,1,
Stalactite,3,
Draconic Bone Marrow,1,
Voidstone Recteps,4,
Diamond Fusion Bracelet,5,"This bracelet opens up its wearers spirit, filling it with pure elemental knowledge. The ornaments decorating it are without peer."
The Hearth,4,
Heatwave,4,
Gemini,3,"The gods of air and thunder, frustrated with being physically insubstantial alone, decided to band together to forge the ultimate leggings of defense."
Silver Steam Bracelet,5,"Users who have worn this early model of the Steam Bracelet have reported that they have felt ""one with the wind"" while wearing it."
Diamond Hydro Bracelet,5,"You'll fight strong like the tide, the merchant said, and no word was a lie. With this bracelet on your arm you could ride a wave with your bare feet."
Diamond Solar Ring,5,"The device forged into this flawless ring draws all heat from its surrounding. Though it almost burns, you can feel your abilites enhance."
Ominous Wind,5,
Gold Static Bracelet,5,"The painful shock coming from this improved version of the ring is a small price for its power, but it has yet to reach its peak."
Fractured,5,
Black Amaranth,4,
Stillwater Blue,3,
Silkweb Mail,3,
Diamond Static Necklace,5,"The lethal amount of electricity emmited from this often desired necklace fails to kill you, as its pure energy runs through your veins."
Silver Fusion Necklace,5,"This necklace, decorated with bright jewels, uses built-in micro-devices to boost its users elemental abilites. There are many upgrades to be made before it reaches its full potential."
Gold Solar Bracelet,5,The device forged into this improved bracelet seems to gather heat. You can feel a warming sensation all over your arm...
Diamond Hydro Ring,5,"You'll move quick like a river, the merchant said, and no word was a lie. With this ring on your finger, you could catch a gnat without looking."
Turquoise,3,
Gold Solar Necklace,5,The device forged into this advanced necklace seems to gather heat. You can feel a warming sensation all over your neck...
Impeccable Light Spruce Dagger,4,
Gold Fusion Necklace,5,"This necklace, decorated with bright jewels, uses advanced nano-technology to boost its users elemental abilities. Though powerful, there are still a few flaws to be fixed."
Black Lily,3,
Shawl of Gaea,3,"Despite being thin enough to blow away in the wind, this mineral-blended shawl holds the force of a supervolcano within its soft fabric."
Undying,4,
Limbo,4,
Grandmother,4,"The very first crossbow in existence was claimed to be utterly indestructible, but it is only true to a fault. The item cannot be broken, but solely because all damage to it is instead reflected onto the user. As its age is uncountably ancient, wielders will find themselves rapidly aging and withering away with even a mere touch."
Gold Fiber Bracelet,5,This rough looking bracelet utilizes electromagic to expose its wearer to earth's heartbeat. You can feel a rhythm with each step...
Nether's Scar,3,"Forged directly from the bloody red stone mined from the Nether, they were locked away for fear of inciting insanity in those who wore them."
Aquarius,3,"“The symbol of the river” is a name that is often synonymous with this garment, with many water like qualities surrounding it, heavily bathed in magical meaning."
Iron Will,5,
Gold Steam Bracelet,5,"This impressive bracelet is in high demand. Those who have obtained it say that they feel as if they're ""one with the wind"" when wearing it."
Boiler,4,
Leadlights,3,
Gold Solar Ring,5,The device forged into this advanced ring seems to absorb heat. You can feel a warming sensation all over your hand...
Alkahest,3,
Gold Static Necklace,5,"The strong shock coming from this improved version of the necklace is a small price for its strength, but it has yet to reach its peak."
Neuron,3,
Gold Fiber Necklace,5,This improved version of a bracelet utilizes rare electromagic to expose its wearer to earth's heartbeat. You notice a rhythm with each step...
Impeccable Light Spruce Spear,4,
Silver Hydro Ring,5,"You'll move quick like a river, the merchant said. Although you notice the built-in device's abilities, you feel space for an upgrade."
Silver Steam Necklace,5,"Despite the size of the large jewel hanging from this necklace, it doesn't feel heavy at all. However, the necklace's mechanisms seem incomplete."
Arc Rifle,4,
Gold Fiber Ring,5,This improved ring utilizes electromagic to expose its wearer to earth's heartbeat. You can sense a rhythm with each step...
Eidolon,4,
Fallbreakers,3,
Charcoal,3,
Idol,4,"Intricate carvings and images, almost like that of a totem pole, cover the shaft of this marvelous trident, dredged up from the Seavale Reef. Foreign magics heighten the senses of its user in battle, but also instills a longing for the ocean. Many have succumbed to this urge and drowned themselves."
Shield Buster,4,
Silver Hydro Necklace,5,"You'll be wise like the sea, the merchant said. Although you notice the built-in device's abilities, you feel space for an upgrade."
Silver Fiber Necklace,5,"This crude looking necklace utilizes electromagic to expose its wearer to earth's heartbeat. Though for now, it remains quiet."
Spearmint,4,
Diamond Steam Ring,5,Users of this perfect model of Legendary Island's steam-powered ring have reported feeling weightless in combat. The jewel of the ring is a perfectly clear diamond.
Stellar,5,"Elementally attuned gemstones are melded together to form the singular marvel found on this pendant. Despite the violent smithing process, the jewel is utterly flawless."
Gold Steam Necklace,5,"The jewel hanging from this necklace is said to be weightless. While still very powerful, its full potential has yet to be achieved."
Diamond Static Bracelet,5,"The heavy shocks coming from this perfected bracelet would be lethal under normal circumstances, but the only thing its wearer senses is the enhancement of power."
Impeccable Light Spruce Wand,4,
Waterspout,4,
Snowdrift,4,
Caldera,4,
Earth Drift,4,
Impeccable Light Spruce Bow,4,
Voidstone Elrik,4,
Stormcloud,4,
Diamond Solar Bracelet,5,"The device forged into this perfected bracelet drains all heat from its surroundings. Though it almost burns, you can feel your power growing"
Gift of the Magi,4,
Nether's Reach,3,
Sunstar,4,"Once known as the Doomsday Weapon, it was ultimately never used for its intended purpose - its solar focus was cracked upon the day of its completion. All but a fraction of its energy was expelled, obliterating its creators, but overwhelming magical force still pulses and thrums through the web of fractures in its design."
Diamond Solar Necklace,5,The masterpiece of a necklace gathers all heat from its surrounding. It is fed to its wearer to maximize the strength of attacks.
Silver Hydro Bracelet,5,"You'll fight strong like the tide, the merchant said. Although you notice the built-in device's abilities, you feel space for an upgrade."
The Stokers,3,
Diamond Static Ring,5,"The heavy electrical impulses coming from this ring would be lethal under normal circumstances, but the only thing its wearer senses is pure power. A true masterpiece of engineering."
